Field Office,Sub-Office,Jail or Prison Type,Juvenile Facility,Jail or Prison Name,Jail or Prison City,County,State,Jurisdiction,2015 Detainer/Notification Acceptance Status,2015 ICE Comments,2017 ICE Comments,ILRC Analysis,No 287(g),No ICE Detention Contract,No ICE holds,No ICE alerts,Limits on ICE interrogations in jail,Prohibition on asking about immigration status,General prohibition on assistance to ICE,ILRC Total,ILRC Comments,Title of Policy,LINK,GEOID - FIPS
SEA,,,,,,Sherman,OR,Sherman,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"Awaiting response from County concerning future meeting on PEP

NOTE: Gilliam, Hood River, Sherman, Wasco and Wheeler counties use the NORCOR jail facility in The Dalles, OR. Because ICE uses NORCOR through a modification of the USMS IGA, NORCOR accepts ICE detainers with an I-203.",,,1,1,0,0,0,1,1,8,,,,41055
SEA,,,,,,Wheeler,OR,Wheeler,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"Awaiting response from County concerning future meeting on PEP

NOTE: Gilliam, Hood River, Sherman, Wasco and Wheeler counties use the NORCOR jail facility in The Dalles, OR. Because ICE uses NORCOR through a modification of the USMS IGA, NORCOR accepts ICE detainers with an I-203.",,,1,1,0,0,0,1,1,8,,,,41069
SEA,,,,,,Morrow,OR,Morrow,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"Awaiting response from County concerning future meeting on PEP

NOTE:  Morrow County contracts with Umatilla County Jail for bed space. Because ICE has an IGSA with the Umatilla County Jail, they accept ICE I-247N & D along with an I-203.",,,1,1,0,0,0,1,1,8,,,,41049
SEA,,,,,,Wallowa,OR,Wallowa,"2: Considering, but (currently) not willing to accept (I-247N) Notifications and/or (I-247D) Detainers","Wallowa County does not have a jail and contracts with Union County for bedspace.

SDDO had brief conversaton with Union County Jail Commander B(6); B(7)C. She was currently unable to have a complete conversation and indicated that she would call back.",,,1,1,1,1,0,1,1,8,,,,41063
PHI,,,,,,Cameron,PA,,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Jursidiction notified of PEP and continues to accept all detainers,,,1,1,0,0,0,0,0,2,,,,42023
PHI,,,,,,Forrest,PA,,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Notified of PEP and continues to accept all detainers,,,1,1,0,0,0,0,0,2,,,,42053
PHI,,,,,,Sullivan,PA,,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Notified of PEP and continues to accept all detainers,,,1,1,0,0,0,0,0,2,,,,42113
PHI,,,,,,Union,PA,,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Notified of PEP and county continues to accept all detainers,,,1,1,0,0,0,0,0,2,,,,42119
ATL,,,,,,Calhoun,SC,Calhoun County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,SDDO B(6); B(7)C met with Captain B(6); B(7)C | DFOD B(6); B(7)C engaged Sheriff B(6); B(7)C at the 2015 South Carolina Sheriffs' Association Annual Conference,,,1,1,0,0,0,0,0,2,,,,45017
ATL,,,,,,Lee,SC,Lee County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,No engagement as Lee County inmates are housed in Sumter County,,,1,1,0,0,0,0,0,2,,,,45061
NOL,,,,,,Bledsoe,TN,Bledsoe (Tennessee) Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FNL FOD met with this Tennessee LEA and discussed PEP at the Tennessee Sheriffs Association event, and offered an individual briefing for any interested jurisdictions.",,,1,1,0,0,0,0,0,2,,,,47007
ELP,,,,,,Jeff Davis,TX,Jeff Davis Texas,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,48243
ELP,,,,,,Loving,TX,Loving Texas,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Public Safety cooperation and coordination,,,1,1,0,0,0,0,0,2,,,,48301
HOU,,,,,,Nueces,TX,Nueces County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,48355
HOU,,,,,,Waller,TX,Waller County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,0,1,0,0,0,0,0,1,,,,48473
ELP,,,,,,Winkler,TX,Winkler Texas,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Sheriff met with AFOD B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,48495
SLC,,,,,,Carbon County,UT,Carbon County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic with Jail Cdr. Lt. B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,49007
SLC,,,,,,Daggett County,UT,Daggett County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic with Lt. B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,49009
SLC,,,,,,Duchesne County,UT,Duchesne County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic with Sgt. B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,49013
SLC,,,,,,Emery County,UT,Emery County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic with Jail Cdr. Sgt. B(6); B(7)C.,,,1,1,0,0,0,0,0,2,,,,49015
SLC,,,,,,Grand County,UT,Grand County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic with Jail Cdr. Sgt. B(6); B(7)C,,,1,1,0,0,0,0,0,2,,,,49019
SLC,,,,,,Rich County,UT,Rich County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic contact with Deputy B(6); B(7)C on 7/30; followed up with an in-person meeting with Sheriff B(6); B(7)C on 8/10.,,,1,1,0,0,0,0,0,2,,,,49033
SLC,,,,,,San Juan County,UT,San Juan County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Telephonic with Jail Cdr. Lt. B(6); B(7)C.,,,1,1,0,0,0,0,0,2,,,,49037
,,County/City,,Albemarle/Charlottesville Regional Jail - VA,Charlottesville,"Charlotesville, VA",VA,Albemarle-Charlottsville RJ,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"AFOD and SDDO presented PEP to all regional jails in Farmville, VA

Requests I-200",,,1,1,1,0,0,0,0,3,"Same Jail for Albemarle, Charlottsville and Nelson",,,51540
WAS,,County/City,,Central Virginia Regional Jail - VA,Orange,Fluvanna,VA,Fluvanna County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,Uses Central Virginia Regional Jail - Jail will hold on only on I-203 (Under 72 hour facility) - LEA will hold for less than 48 hours,,,51065
WAS,,County/City,,Central Virginia Regional Jail - VA,Orange,Greene,VA,Greene County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,Uses Central Virginia Regional Jail - Jail will hold on only on I-203 (Under 72 hour facility) - LEA will hold for less than 48 hours,,,51079
WAS,,County/City,,Central Virginia Regional Jail - VA,Orange,Louisa,VA,Louisa County So,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Requests I-200,,,1,0,1,0,0,0,0,2,Uses Central Virginia Regional Jail - Jail will hold on only on I-203 (Under 72 hour facility) - LEA will hold for less than 48 hours,,,51109
WAS,,County/City,,Central Virginia Regional Jail - VA,Orange,Madison,VA,Madison County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,Uses Central Virginia Regional Jail - Jail will hold on only on I-203 (Under 72 hour facility) - LEA will hold for less than 48 hours,,,51113
,,County/City,,Meherrin River Regional Jail,Alberta,Dinwiddle,VA,Dinwiddle County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,1,0,0,0,0,3,"Meherrin River Regional Jail serves Brunswick County, Dinwiddle County, and Mecklenburg County - ""LEA will hold for less than 48 hours""",,,51053
,,County/City,,Meherrin River Regional Jail,Alberta,Mecklenburg,VA,Mecklenburg County So,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,1,0,0,0,0,3,"Meherrin River Regional Jail serves Brunswick County, Dinwiddle County, and Mecklenburg County - ""LEA will hold for less than 48 hours""",,,51117
WAS,,County/City,,Middle Peninsula Regional Jail - VA,Saluda,Essex,VA,Essex County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,"Middle Peninsula Regional Jail serves Essex County, King and Queen County, King William County, Middlesex County and Mathews County",,,51057
WAS,,County/City,,Middle Peninsula Regional Jail - VA,Saluda,King and Queen,VA,King and Queen County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,"Middle Peninsula Regional Jail serves Essex County, King and Queen County, King William County, Middlesex County and Mathews County",,,51097
WAS,,County/City,,Middle Peninsula Regional Jail - VA,Saluda,King William,VA,King William County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Use MRRJ. provided Sheriff booklets from FDL re: foreign IDs.  Requests I-200,,,1,1,0,0,0,0,0,2,"Middle Peninsula Regional Jail serves Essex County, King and Queen County, King William County, Middlesex County and Mathews County",,,51101
WAS,,County/City,,Middle Peninsula Regional Jail - VA,Saluda,Mathews,VA,Mathews County So,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,"Middle Peninsula Regional Jail serves Essex County, King and Queen County, King William County, Middlesex County and Mathews County",,,51115
WAS,,County/City,,Middle River Regional Jail - VA,Staunton,Augusta,VA,Augusta County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,researching new VA law which allows release to ICE 5 days left,,,1,0,1,0,0,0,0,2,"Middle River Regional Jail serves Staunton, Waynesboro, Harrisonburg, Augusta County, Highland County and Rockingham County - has USMS IGSA contract also used by ICE",,,51015
WAS,,County/City,,Middle River Regional Jail - VA,Staunton,Highland,VA,Highland County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,"Middle River Regional Jail serves Staunton, Waynesboro, Harrisonburg, Augusta County, Highland County and Rockingham County - has USMS IGSA contract also used by ICE",,,51091
WAS,,County/City,,Middle River Regional Jail - VA,Staunton,Waynesboro,VA,Waynesboro County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,"Middle River Regional Jail serves Staunton, Waynesboro, Harrisonburg, Augusta County, Highland County and Rockingham County - has USMS IGSA contract also used by ICE",,,51820
WAS,,County/City,,New River Valley Regional Jail - VA,Dublin,Bland,VA,Bland County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,,,,51021
WAS,,County/City,,New River Valley Regional Jail - VA,Dublin,Carroll,VA,Carroll County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,,,,51035
WAS,,County/City,,New River Valley Regional Jail - VA,Dublin,Floyd,VA,Floyd County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,,,,51063
WAS,,County/City,,New River Valley Regional Jail - VA,Dublin,Giles,VA,Giles County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,,,,51071
WAS,,County/City,,New River Valley Regional Jail - VA,Dublin,Grayson,VA,Grayson County So,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,,,,51077
WAS,,County/City,,New River Valley Regional Jail - VA,Dublin,Radford,VA,Radford SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,,,,51750
WAS,,County/City,,New River Valley Regional Jail - VA,Dublin,Wythe,VA,Wythe County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,,,,51197
WAS,,County/City,,Northern Neck Regional Jail - VA,Warsaw,Northumberland,VA,Northumberland County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",Jail will hold for ICE for no longer than 24 hours,,1,1,1,0,0,0,0,3,"Northern Neck RJ serves Richmond County, Westmoreland County, and the Town of Warsaw, Northumberland County and Gloucester County",,,51133
WAS,,County/City,,Northern Neck Regional Jail - VA,Warsaw,Westmoreland,VA,Westmoreland County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",Jail will hold for ICE for no longer than 24 hours,,1,1,1,0,0,0,0,3,"Northern Neck RJ serves Richmond County, Westmoreland County, and the Town of Warsaw, Northumberland County and Gloucester County",,,51193
WAS,,County/City,,Northwestern Regional ADC - VA,Winchester,Clarke,VA,Clarke County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,"Northwestern Regional ADC serves Clarke, Fauquier, Frederick, and the City of Winchester - will hold for ICE up to 48 hours",,,51043
WAS,,County/City,,Northwestern Regional ADC - VA,Winchester,Fredericksburg,VA,Fredericksburg County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,"Northwestern Regional ADC serves Clarke, Fauquier, Frederick, and the City of Winchester - will hold for ICE up to 48 hours",,,51630
WAS,,County/City,,Northwestern Regional ADC - VA,Winchester,Winchester,VA,Winchester County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,"Northwestern Regional ADC serves Clarke, Fauquier, Frederick, and the City of Winchester - will hold for ICE up to 48 hours",,,51840
WAS,,County/City,,Pamunkey Regional Jail - VA,Hanover,Caroline,VA,Carloine County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,1,0,0,0,0,0,2,"Pamunkey RJ serves Hanover County, Caroline County and the Town of Ashland",,,51033
WAS,,,,Piedmont Regional Jail - VA,Farmville,Amelia,VA,Amelia County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,"Farmville IGSA - serves Amelia, Buckingham, Cumberland, Lunenburg, Nottoway, and Prince Edward",,,51007
WAS,,,,Piedmont Regional Jail - VA,Farmville,Buckingham,VA,Buckingham County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,"Farmville IGSA - serves Amelia, Buckingham, Cumberland, Lunenburg, Nottoway, and Prince Edward",,,51029
WAS,,,,Piedmont Regional Jail - VA,Farmville,Cumberland,VA,Cumberland County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,"Farmville IGSA - serves Amelia, Buckingham, Cumberland, Lunenburg, Nottoway, and Prince Edward",,,51049
WAS,,,,Piedmont Regional Jail - VA,Farmville,Lunenburg,VA,Lunenburg County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,"FOD Letter to Sheriff Requesting Meeting re: PEP

Have not meet however currently accepting I-247D with I-200 and will notify ICE prior to release.",,,1,0,1,0,0,0,0,2,"Farmville IGSA - serves Amelia, Buckingham, Cumberland, Lunenburg, Nottoway, and Prince Edward",,,51111
